parentid,objectid,title,collection,date_created,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
,starlacoll034,"""Frequency,"" interview with Starla Carr",starla_carr_collection,04-20-2025,Video history interview with Starla Carr as she talks about her coming out story and the importance of Soakie's.,Starla Carr; video; interview,"Charlotte Street Foundation (Kansas City, MO)",39.06681552,-94.60381974,"starla_carr_collection, {B/qKC}",VideoHistory004,Image;MovingImage,video/mp4,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,video,https://youtu.be/kT9v6hrfVm4,https://img.youtube.com/vi/kT9v6hrfVm4/hqdefault.jpg,https://img.youtube.com/vi/kT9v6hrfVm4/mqdefault.jpg,,/objects/videohistory004_transcript.txt
,tishacoll001,Big Beauty poses in KC Exposures,tisha_taylor_collection,ca.1993-2004,Big Beauty poses in front of publications of KC Exposures.,Big Beauty; KC Exposures,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",BigBeauty001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/BigBeauty001_Soakies_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/bigbeauty001_soakies_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/bigbeauty001_soakies_tishataylorcollection_bqkc_th.jpg,Big Beauty poses in front of KC Exposures publications. The photo is in black and white. ,
,tishacoll002,"Booklet advertising ""Black Gay Pride 99'""",tisha_taylor_collection,ca.09-1999,"A booklet advertising ""Black Gay Pride 99'"", occurring September third through the fifth. The bottom of the paper reads ""PROUD! UNITED! BLACK! STRONG"".",Black Gay Pride; Booklet Adversitement,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",Booklet001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Booklet001_BlackPride_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/booklet001_blackpride_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/booklet001_blackpride_tishataylorcollection_bqkc_th.jpg,"Booklet advertising ""Black Gay Pride '99"". The advertisment contains illustrations of a gay couple and a lesbian couple. ",
,tishacoll003,Dovia Love sits in front of a brick wall at Soakie's,tisha_taylor_collection,ca.1993-2004,Dovia Love sits cross-legged in front of a brick wall at Soakie's. Gary Carrington photographed the image.,Dovee Love; Soakie’s,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",DoviaLove001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/DoviaLove001_Soakies_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/dovialove001_soakies_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/dovialove001_soakies_tishataylorcollection_bqkc_th.jpg,Dovia Love sits cross-legged in front of a brick wall at Soakie's. ,
,tishacoll004,Gary Carrington poses at Soakie's,tisha_taylor_collection,ca.1993-2004,"Gary Carrington poses in a pinstripe suit at Soakie's. The image dubs him ""Mr. Carrington"". ",Gary Carrington; Soakie’s,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",GaryCarrington001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/GaryCarrington001_Soakies_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/garycarrington001_soakies_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/garycarrington001_soakies_tishataylorcollection_bqkc_th.jpg,"Gary Carrington poses in a pinstripe suit in front of a brick wall at Soakie's. There is text dubbing him ""Mr. Carrington"". ",
,tishacoll005,Jerry Colston and Tisha Taylor at Soakie's,tisha_taylor_collection,ca.1993-2004,Jerry Colston (left) poses next to Tisha Taylor at Soakie's.,Jerry Colston; Tisha Taylor; Soakie’s,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",JerryColston001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/JerryColston001_Soakies_TishaTaylorCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/jerrycolston001_soakies_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/jerrycolston001_soakies_tishataylorcollection_bqkc_th.jpg,"Two patrons pose at the bar in Soakie's----the photo is Black and white and printed on a piece of loose leaf, white paper.",
,tishacoll006,KC Exposures excerpt displaying drag performances across Kansas City,tisha_taylor_collection,ca.1993-2004,An excerpt from KC Exposures displaying various drag performances across Kansas City. Alex Chandra and Jerry Colston (bottom right) represent an image for Soakie's.,Alex Chandra; Jerry Colston; KC Exposures; Drag Performance,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",JerryColston002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/JerryColston002_KC_Exposures_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/jerrycolston002_kc_exposures_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/jerrycolston002_kc_exposures_tishataylorcollection_bqkc_th.jpg,"Two patrons, wearing hats, pose for a photo at Soakie's. The photo is in color and printed on newspaper.",
,tishacoll007,Prescious Seymore stuns at Soakie's,tisha_taylor_collection,ca.1993-2004,Precious Seymore stuns in a dress with a floral-decorated neckline at Soakie's.,Precious Seymour; Soakie’s ,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",PreciousSeymore001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/PreciousSeymore001_Soakies_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/preciousseymore001_soakies_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/preciousseymore001_soakies_tishataylorcollection_bqkc_th.jpg,"Precious Seymore in a dress with a floral neckline is posing in front of a brick wall at Soakie's. There is text dubbing her ""Precious Seymore"". ",
,tishacoll008,Simply Iman smiles at Soakie's,tisha_taylor_collection,ca.1993-2004,Simply Iman smiles for a snapshot at Soakie's.,Simply Iman; Soakie’s,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",SimplyIman001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SimplyIman001_Soakies_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/simplyiman001_soakies_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/simplyiman001_soakies_tishataylorcollection_bqkc_th.jpg,"Simply Iman poses in front of a brick wall at Soakie's. There is text dubbing her ""Simply Iman"". ",
,tishacoll009,"KC Exposures invitation to Tisha Taylor's ""Birthday Bash""",tisha_taylor_collection,04-24-2003,"A KC Exposure's publication from April 24, 2003, extending an invite to Tisha Taylor's ""Birthday Bash"". The piece mentions appearances from Melinda Ryder, Victoria Wells, and L'Oreal and promises ""Food, Fun, Excitement"".",Tisha Taylor’s Birthday Bash; KC Exposures; Invitation,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",SoakiesAd001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SoakiesAd001_KC_Exposures_TishaTaylorCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/soakiesad001_kc_exposures_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/soakiesad001_kc_exposures_tishataylorcollection_bqkc_th.jpg,"KC Exposures publication advertising Tisha Taylor's ""Birthday Bash 2003"" at Soakie's. The bottom right corner contains a headshot of Tisha Taylor. ",
tishacoll028,tishacoll010,"Tisha Taylor smiles for ""Miss Gay Kansas City America 2005"" – original",tisha_taylor_collection,ca.2005,"Tisha Taylor smiles in a headshot for her accomplishment of ""Miss Gay Kansas City America 2005"". This is an original scan of the photo, prior to any edits restoring the photo to its former quality.",Tisha Taylor; Miss Gay Kansas City America 2005,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylor001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylor001_MissGayKC2005_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylor001_missgaykc2005_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylor001_missgaykc2005_tishataylorcollection_bqkc_th.jpg,Tisha Taylor smiles in a headshot. The image is in black and white. ,
tishacoll029,tishacoll011,Tisha Taylor pouts for a headshot - original,tisha_taylor_collection,ca.1993-2004,"Tisha Taylor pouts her lips for a headshot, surrounded by green tulle fabric. This is an original scan of the photo, prior to any edits restoring the photo to its former quality.","Tisha Taylor
","Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylor002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylor002_Portrait_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylor002_portrait_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylor002_portrait_tishataylorcollection_bqkc_th.jpg,Tisha Taylor pouts in a headshot. The image is in color with a blue background and green tulle fabric surrounding Tisha. ,
tishacoll030,tishacoll012,Tisha Taylor poses - original,tisha_taylor_collection,ca.1993-2004,"Tisha Taylor poses closely to the camera in a sparkly, plunging top.",Tisha Taylor,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylor003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylor003_Headshot_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylor003_headshot_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylor003_headshot_tishataylorcollection_bqkc_th.jpg,Tisha Taylor smiles in a close-up photo. She is wearing a sparkly top with a plunging neckline. ,
tishacoll031,tishacoll013,Tisha Taylor sits for a close-up shot - original,tisha_taylor_collection,ca.1993-2004,"Tisha Taylor sits for a close-up shot. This is an original scan of the photo, prior to any edits restoring the photo to its former quality.",Tisha Taylor,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylor004,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylor004_Headshot_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylor004_headshot_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylor004_headshot_tishataylorcollection_bqkc_th.jpg,Tisha Taylor poses for a close-up photo. She is wearing a sparkly top. ,
,tishacoll014,Calendar for April featuring a headshot of Tisha Taylor,tisha_taylor_collection,04-30-2000,"A calendar for April with a headshot of Tisha Taylor. The blue text below her face reads ""TISHA B-DAY BASH 4-30-00"". ",Tisha Taylor; Birthday Bash; Calendar Image,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylor005,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylor005_Calendar_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylor005_calendar_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylor005_calendar_tishataylorcollection_bqkc_th.jpg,A calendar for April 2000 with a headshot of Tisha Taylor. The image is in color with verticle stripes in the background. ,
,tishacoll015,Letter from Tisha Taylor to a publication editor,tisha_taylor_collection,05-06-2004,"A letter penned by Tish Taylor to a publication editor about the Black, queer experience. Tisha mentions how The Darts Over Missouri League barred Soakies from playing in their event, connecting it to the racist views people held about the bar. She ends her letter with a call to action to cease ties with bigoted companies, proclaiming, ""We are proud, Black, and strong"".",Tisha Taylor; Letter,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylor006,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylor006_LetterToTheEditor_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylor006_lettertotheeditor_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylor006_lettertotheeditor_tishataylorcollection_bqkc_th.jpg,A letter from Tisha Taylor to a publication editor.,
,tishacoll016,Star magazine clipping of Tisha Taylor at Soakie's,tisha_taylor_collection,10-26-2003,"A clipping from Star magazine featuring a picture of Tisha Taylor in Soakie's at ""3:08 A.M. SUNDAY"". The text states, ""Tisha Taylor cleans up after the bar closes"".",Tisha Taylor; Soakie’s; Star Magazine,"Soakie's (Kansas City, MO)",,,"tisha_taylor_collection, {B/qKC}",TishaTaylor007,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,pdf,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylor007_StarMagazine_TishaTaylorCollection_BqKC.pdf,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylor007_starmagazine_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylor007_starmagazine_tishataylorcollection_bqkc_th.jpg,"A clipping from Star Magazing featuring Tisha Taylor in Soakie's. The text on the left-hand side identifies ""Tisha Taylor, cleans up after the bar closes"". ",
tishacoll028,tishacoll017,"Tisha Taylor smiles for ""Miss Gay Kansas City America 2005""- edited",tisha_taylor_collection,ca.2005,"Tisha Taylor smiles in a headshot for her accomplishment of ""Miss Gay Kansas City America 2005"".",Tisha Taylor; Miss Gay Kansas City America 2005,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylorEdited001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorEdited001_MissGayKC2005_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishatayloredited001_missgaykc2005_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishatayloredited001_missgaykc2005_tishataylorcollection_bqkc_th.jpg,Tisha Taylor smiles in a headshot. The image is in black and white. ,
tishacoll029,tishacoll018,Tisha Taylor pouts for a headshot – edited,tisha_taylor_collection,ca.1993-2004,"Tisha Taylor pouts her lips for a headshot, surrounded by green tulle fabric.",Tisha Taylor,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylorEdited002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorEdited002_Portrait_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishatayloredited002_portrait_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishatayloredited002_portrait_tishataylorcollection_bqkc_th.jpg,Tisha Taylor pouts in a headshot. The image is in color with a blue background and green tulle fabric surrounding Tisha. ,
tishacoll030,tishacoll019,Tisha Taylor poses – edited,tisha_taylor_collection,ca.1993-2004,"Tisha Taylor poses closely to the camera in a sparkly, plunging top.",Tisha Taylor,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylorEdited003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorEdited003_Headshot_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishatayloredited003_headshot_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishatayloredited003_headshot_tishataylorcollection_bqkc_th.jpg,Tisha Taylor smiles in a close-up photo. She is wearing a sparkly top with a plunging neckline. ,
tishacoll031,tishacoll020,Tisha Taylor sits for a close-up shot – edited,tisha_taylor_collection,ca.1993-2004,Tisha Taylor sits for a close-up shot. ,Tisha Taylor,"Kansas City, MO",,,"tisha_taylor_collection, {B/qKC}",TishaTaylorEdited004,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Tisha Taylor, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorEdited004_Headshot_TishaTaylorCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishatayloredited004_headshot_tishataylorcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishatayloredited004_headshot_tishataylorcollection_bqkc_th.jpg,Tisha Taylor poses for a close-up photo. She is wearing a sparkly top. ,
